web-scraper-order,description_raw,location_raw,price_raw,price,mileage_raw,mileage,fuel_type_raw,fuel_type_Diesel,bfs_name,bfs_number,lat,lon
1733471150-135,FIAT Ducato 290/14,"Grubenstrasse 7, 8957 Spreitenbach",CHF 19'900.–,19900,90'900 km,90900,Diesel,1,Zürich,['01'],47.31379699707031,8.796833038330078
1733471152-136,SUN LIVING A-SERIES A75 SL (A248),"Wannenweg 1, 4133 Pratteln",CHF 76'900.–,76900,20'000 km,20000,Diesel,1,Zürich,['01'],47.31379699707031,8.796833038330078
1733471155-137,KNAUS Sky TI 700 MG auf Basis Fiat Ducato,"Gewerbestrasse 1, 8451 Kleinandelfingen",CHF 54'400.–,54400,39'500 km,39500,Diesel,1,Zürich,['01'],47.31379699707031,8.796833038330078
1733471157-138,MERCEDES-BENZ Marco Polo 220 d  Trend Automat,"Kühlhausstrasse 2, 4900 Langenthal",CHF 62'800.–,62800,12'900 km,12900,Diesel,1,Zürich,['01'],47.31379699707031,8.796833038330078
1733471160-139,MERCEDES-BENZ Marco Polo 300 d 4M Automat,"Stauffacherstrasse 145, 3000 Bern 22",CHF 103'900.–,103900,10'000 km,10000,Diesel,1,Zürich,['01'],47.31379699707031,8.796833038330078
1733471162-140,VW 2.0 TDI MareMonti SURF Camper 5Sitze,"Thalerstrasse 46a, 9424 Rheineck",CHF 36'900.–,36900,88'000 km,88000,Diesel,1,Basel-Landschaft,['13'],47.523582458496094,7.711702823638916
1733471165-141,MERCEDES-BENZ Vario 4x4,"Dorf 10, 9127 St. Peterzell",CHF 43'500.–,43500,29'000 km,29000,Diesel,1,St. Gallen,['17'],47.467018127441406,9.58243179321289
1733471167-142,VW T6 California 2.0 Bi-TDI Ocean 4Motion,"Gimmerz 54, 3283 Kallnach",CHF 56'000.–,56000,82'000 km,82000,Diesel,1,St. Gallen,['17'],47.47590255737305,9.550376892089844
1733471170-143,CONCORDE Centurion 910 LI,"Mittler-Langnau 1, 6105 Schachen LU",CHF 332'000.–,332000,23'000 km,23000,Diesel,1,Luzern,['03'],47.0927734375,8.318682670593262
1733471175-145,RENAULT MASTER,"Felsenaustrasse 15 / Raschärenstrasse 23, 7000 Chur",CHF 28'999.–,28999,138'000 km,138000,Diesel,1,Vaud,['22'],46.73106002807617,6.534222602844238
1733471177-146,"VW T6.1 California Ocean Edition 4Motion Camper mit fester Küche, elektrischem Aufstelldach und Standheizung","Grubenstrasse 24, 8620 Wetzikon",CHF 63'900.–,63900,80'164 km,80164,Diesel,1,Luzern,['03'],47.04475021362305,8.191388130187988
1733471185-149,VW T6.1 California Ocean,"Grubenstrasse 24, 8620 Wetzikon",CHF 54'900.–,54900,86'148 km,86148,Diesel,1,Schaffhausen,['14'],47.741600036621094,8.709936141967773
1733471188-150,VW T6.1 California Beach EDITION_4X4,"Grubenstrasse 24, 8620 Wetzikon",CHF 59'900.–,59900,63'362 km,63362,Diesel,1,Thurgau,['20'],47.54833221435547,8.849271774291992
1733471190-151,SUN LIVING S-SERIES S72 DL (A260),"Wannenweg 1, 4133 Pratteln",CHF 73'900.–,73900,17'500 km,17500,Diesel,1,Schaffhausen,['14'],47.741600036621094,8.709936141967773
1733471195-152,VW 2.0 TDI 105 PS MareMonti SURF Camper 6Sitze,"Thalerstrasse 46a, 9424 Rheineck",CHF 36'899.–,36899,72'000 km,72000,Diesel,1,Luzern,['03'],47.23344039916992,7.90991735458374
1733471200-154,VW T6 California 2.0 Bi-TDI Ocean 4Motion,"Buholzstrasse 40, 6032 Emmen",CHF 67'900.–,67900,48'501 km,48501,Diesel,1,Ticino,['21'],46.20896911621094,9.038769721984863
1733471203-155,VW Cal. BiTDI Oce.Ed.Lib 4MA,"Murtenstrasse 112, 3202 Frauenkappelen  ( Bern)",CHF 77'899.–,77899,30'000 km,30000,Diesel,1,Thurgau,['20'],47.54833221435547,8.849271774291992
1733471205-156,CARADO,1350 Orbe,CHF 52'500.–,52500,12'890 km,12890,Diesel,1,St. Gallen,['17'],47.467018127441406,9.58243179321289
1733471210-158,TOYOTA Hiace /  Schlafmobil,"Botzen 14, 8416 Flaach (bei Winterthur)",CHF 19'999.–,19999,52'500 km,52500,Diesel,1,St. Gallen,['17'],47.25289535522461,9.001060485839844
1733471212-159,FIAT 230/18,"Niderämterstrasse 39, 4657 Dulliken",CHF 16'500.–,16500,142'984 km,142984,Diesel,1,Zürich,['01'],47.51407241821289,8.693832397460938
1733471215-160,"RAPIDO V62 640 SPEZIAL 2,3 DIESEL 9G-AUTOMAT FIAT DUCATO MJ 160","Zollstrasse 33, 8240 Thayngen(SH)",CHF 62'997.–,62997,21'459 km,21459,Diesel,1,Zürich,['01'],47.341331481933594,8.807897567749023
1733471217-161,ROLLER TEAM Livingstone Duo Advance L12,"Hauptstrasse 70, 8546 Islikon",CHF 52'970.–,52970,57'600 km,57600,Diesel,1,Luzern,['03'],47.0927734375,8.318682670593262
1733471220-162,"CITROEN JUMPY 1,6 HDI DIESEL","Zollstrasse 33, 8240 Thayngen(SH)",CHF 14'997.–,14997,169'985 km,169985,Diesel,1,Aargau,['19'],47.38629913330078,8.133002281188965
1733471222-163,DETHLEFFS EG-DF002,"Tannbachstrasse 2, 6264 Pfaffnau",CHF 13'900.–,13900,183'000 km,183000,Diesel,1,Aargau,['19'],47.458194732666016,8.346111297607422
1733471225-164,ITINEO MB 740 Fiat,"Chemin des Eglantines 6, 1214 Vernier",CHF 49'990.–,49990,16'000 km,16000,Diesel,1,Zürich,['01'],47.334293365478516,8.798748016357422
1733471228-165,ADRIA TWIN PLUS 640 SLB,"Via San Gottardo 120, 6500 Bellinzona",CHF 71'190.–,71190,14'000 km,14000,Diesel,1,Thurgau,['20'],47.54833221435547,8.849271774291992
1733471230-166,ETRUSCO T6900 SB E1,"Hauptstrasse 70, 8546 Islikon",CHF 66'780.–,66780,14'500 km,14500,Diesel,1,Luzern,['03'],47.04475021362305,8.191388130187988
1733471232-167,VW VW T6 2.0 TDI MAREMONTI COMFORT CAMPER 5SITZE,"Thalerstrasse 46a, 9424 Rheineck",CHF 42'900.–,42900,65'000 km,65000,Diesel,1,Luzern,['03'],47.04475021362305,8.191388130187988
1733471235-168,MERCEDES-BENZ Marco Polo 250 d 7G-Tronic,"Il Stutz 15, 7018 Flims Waldhaus",CHF 54'500.–,54500,102'000 km,102000,Diesel,1,Luzern,['03'],47.04475021362305,8.191388130187988
1733471237-169,FORD Nugget Trend L1,"Breitenstrasse 1, 8725 Gebertingen",CHF 58'000.–,58000,21'500 km,21500,Diesel,1,Luzern,['03'],47.04475021362305,8.191388130187988
1733471239-170,RIMOR Evo 95   Längsbetten,"Riedhofstrasse 57, 8408 Winterthur",CHF 64'900.–,64900,16'000 km,16000,Diesel,1,Uri,['04'],46.8880729675293,8.614900588989258
1733471242-171,WEINSBERG 631,"Pfäffikerstrasse 28, 8331 Auslikon",CHF 21'990.–,21990,82'400 km,82400,Diesel,1,St. Gallen,['17'],47.25289535522461,9.001060485839844
1733471247-172,OPEL VIVARO,"Buholzstrasse 40, 6032 Emmen",CHF 8'900.–,8900,252'672 km,252672,Diesel,1,St. Gallen,['17'],47.25289535522461,9.001060485839844
1733471250-173,VW T6 California 2.0 Bi-TDI Beach Liberty 4Motion,"Korbackerweg 27, 5502 Hunzenschwil AG",CHF 33'800.–,33800,192'000 km,192000,Diesel,1,Fribourg,['10'],46.60606384277344,7.072765827178955
1733471252-174,MERCEDES-BENZ Marco Polo 300 d 4M Automat,"Otelfingerstrasse 44, 5430 Wettingen",CHF 76'900.–,76900,60'000 km,60000,Diesel,1,Zürich,['01'],47.47664260864258,8.702418327331543
1733471255-175,MERCEDES-BENZ Marco Polo 300 d 4M Automat,"Industriestrasse 11, 8620 Wetzikon",CHF 89'900.–,89900,27'000 km,27000,Diesel,1,Bern,['02'],47.00143051147461,7.273756980895996
1733471259-176,ETRUSCO V 6.6 SF V1,"Hauptstrasse 70, 8546 Islikon",CHF 56'880.–,56880,25'800 km,25800,Diesel,1,Zug,['09'],47.21332931518555,8.564812660217285
1733471261-177,DETHLEFFS Advantage I 7051 EB,"Eistrasse 1, 6102 Malters",CHF 34'900.–,34900,160'999 km,160999,Diesel,1,St. Gallen,['17'],47.467018127441406,9.58243179321289
1733471264-178,SUNLIGHT Capron I69S,"Eistrasse 1, 6102 Malters",CHF 49'900.–,49900,106'000 km,106000,Diesel,1,Fribourg,['10'],46.838157653808594,6.865045547485352
1733471268-180,DETHLEFFS Trend I 7057DBM,"Eistrasse 1, 6102 Malters",CHF 47'500.–,47500,110'000 km,110000,Diesel,1,Bern,['02'],46.74657440185547,7.642361640930176
1733471271-181,FORD Transit C Nugget 320 L1 2.0 TDCi 185 Aufstelldach,"Grossriedstrasse 13, 6462 Seedorf",CHF 49'500.–,49500,39'000 km,39000,Diesel,1,Vaud,['22'],46.76424026489258,6.64890193939209
1733471273-182,VW T6 California 2.0 TDI Beach,"Breitenstrasse 1, 8725 Gebertingen",CHF 34'900.–,34900,153'500 km,153500,Diesel,1,St. Gallen,['17'],47.467018127441406,9.58243179321289
1733471275-183,VW Camper Multivan,"Breitenstrasse 1, 8725 Gebertingen",CHF 42'900.–,42900,104'700 km,104700,Diesel,1,Obwalden,['06'],46.93598937988281,8.275261878967285
1733471278-184,FIAT Ducato 280 / 14,"Route de la Parqueterie 23, 1635 La Tour-de-Trême",CHF 2'990.–,2990,190'000 km,190000,Diesel,1,Ticino,['21'],46.15255355834961,8.952432632446289
1733471283-186,AHORN Van 620,"Sahlimatte 200, 3036 Detligen",CHF 51'900.–,51900,36'000 km,36000,Diesel,1,Ticino,['21'],46.15255355834961,8.952432632446289
1733471285-187,MERCEDES-BENZ Sprinter Camper L3 H2,"Ruessenstrasse 11, 6340 Baar",CHF 84'000.–,84000,190'000 km,190000,Diesel,1,Bern,['02'],47.05879211425781,7.230997562408447
1733471290-189,FORD Econoline Van Midway,"La Guérite 60, 1541 Sévaz",CHF 9'999.–,9999,125'000 km,125000,Benzin,0,Bern,['02'],46.88613510131836,7.635671138763428
1733471292-190,MERCEDES-BENZ Sprinter CAMPER 413 CDI 4x4,"Via serta 14, 6814 Lamone (Ticino)",CHF 49'900.–,49900,26'000 km,26000,Diesel,1,Bern,['02'],47.21744155883789,7.783696174621582
1733471294-191,VW T6 California 2.0 TDI Beach 4Motion,"Staatsstrasse 156, 3626 Hünibach",CHF 51'900.–,51900,43'850 km,43850,Diesel,1,Thurgau,['20'],47.56113815307617,9.13205337524414
1733471300-192,VW T6 California 2.0 TDI Beach Liberty 4Motion,"Route de Lausanne 22, 1400 Yverdon-les-bains",CHF 29'900.–,29900,285'000 km,285000,Diesel,1,Ticino,['21'],46.20896911621094,9.038769721984863
1733471302-193,VW VW T6 2.0 TDI 150kw 4Motion DSG MareMonti SURF Camper 6Sitze,"Thalerstrasse 46a, 9424 Rheineck",CHF 45'900.–,45900,16'000 km,16000,Diesel,1,Zürich,['01'],47.52054214477539,8.79157543182373
1733471307-195,BÜRSTNER Argos A 747 Alde Heizung - Anhängerkupplung- Klima,"via san gottardo 38, 6593 cadenazzo",CHF 47'900.–,47900,101'000 km,101000,Diesel,1,Bern,['02'],47.22997283935547,7.653196334838867
1733471310-196,FIAT mit Aufbau zum Ausbauen,"Sinserstrasse 400, 6330 Cham ZG",CHF 27'880.–,27880,16'000 km,16000,Diesel,1,Luzern,['03'],47.26013946533203,8.240265846252441
1733471312-197,ELNAGH Columbia 111,"via san gottardo 38, 6593 cadenazzo",CHF 13'503.–,13503,191'000 km,191000,Diesel,1,Schwyz,['05'],47.0999870300293,8.67253589630127
1733471315-198,MERCEDES-BENZ 4x4 Larag mit Uniqcab-Aufbau,"Aarbergstrasse 10, 3272 Walperswil",CHF 79'000.–,79000,73'000 km,73000,Benzin,0,Zürich,['01'],47.60587692260742,8.68687629699707
1733471317-199,CARADO A464,"Linth-Escherstr. 5a/ 2. OCC Platz Hauptstrasse 61, 8865 Bilten",CHF 54'500.–,54500,42'000 km,42000,Diesel,1,Aargau,['19'],47.37629699707031,8.298477172851562
1733471322-201,MERCEDES-BENZ Marco Polo 300 d 4M Automat,"Kühlhausstrasse 2, 4900 Langenthal",CHF 69'700.–,69700,33'600 km,33600,Diesel,1,Thurgau,['20'],47.612152099609375,9.169289588928223
1733471324-202,FIAT Knaus Querbett mit Heckgarage,"Oberfeldstrasse 13, 8570 Weinfelden",CHF 22'900.–,22900,74'220 km,74220,Diesel,1,Zürich,['01'],47.60587692260742,8.68687629699707
1733471328-203,ADRIA ACTIVE PRO 2.0,"Via San Gottardo 120, 6500 Bellinzona",CHF 56'500.–,56500,15'000 km,15000,Diesel,1,Aargau,['19'],47.414127349853516,8.164999961853027
1733471330-204,VW T6.1 California 2.0 TDI Ocean Liberty,"Wiswandstrasse 6, 8542 Wiesendangen",CHF 52'900.–,52900,31'000 km,31000,Diesel,1,St. Gallen,['17'],47.36394500732422,9.074725151062012
1733471333-205,MERCEDES-BENZ Marco Polo 250 d  4M Automat,"Stauffacherstrasse 145, 3000 Bern 22",CHF 85'900.–,85900,16'500 km,16500,Diesel,1,Thurgau,['20'],47.527305603027344,9.03041934967041
1733471335-206,ADRIA Sun Living 75 SL,"Unterholz 1c, 3380 Wangen an der Aare",CHF 55'000.–,55000,39'000 km,39000,Diesel,1,Zürich,['01'],47.45183181762695,8.701164245605469
1733471339-207,VW T5 California 2.0 TDI Beach Last Edition,"Gigennagelstrasse 2, 6287 Aesch LU",CHF 31'900.–,31900,134'000 km,134000,Diesel,1,Zürich,['01'],47.45183181762695,8.701164245605469
1733471342-208,ROLLER TEAM 284 HLT,"Landstrasse 10, 6418 Rothenthurm",CHF 64'500.–,64500,32'300 km,32300,Diesel,1,St. Gallen,['17'],47.467018127441406,9.58243179321289
1733471345-209,CITROEN TYPE-H Campervan,"Gewerbestrasse 1, 8451 Kleinandelfingen",CHF 79'700.–,79700,24'000 km,24000,Diesel,1,Aargau,['19'],47.361507415771484,8.051010131835938
1733471350-211,VW T4 WESTFALIA California Coach,"Rue de la Promenade 1, 2316 Ponts-de-Martel",CHF 26'000.–,26000,83'600 km,83600,Diesel,1,St. Gallen,['17'],47.31846237182617,9.172804832458496
1733471360-213,BIMOBIL EX 755 Sonderbau auf Basis Mercedes-Benz Actros 1832 (Wohnmobil),"Gewerbestrasse 1, 8451 Kleinandelfingen",CHF 339'000.–,339000,292'000 km,292000,Diesel,1,Aargau,['19'],47.53379821777344,7.885025501251221
1733471366-215,MONACO Windsor 38 PBS,"Lenzburgerstrasse 6, 5103 Wildegg",CHF 79'900.–,79900,263'500 km,263500,Diesel,1,Thurgau,['20'],47.56602096557617,9.091235160827637
1733471370-216,"ETRUSCO CV 600DB, Fiat Ducato 2.3MJT 140PS","Hofackerstrasse 7, 9606 Bütschwil",CHF 49'900.–,49900,51'500 km,51500,Diesel,1,Luzern,['03'],47.040523529052734,8.134263038635254
1733471372-217,FIAT Ducato Capron EG/CF D02 Wohnmobil 6 Plätzer,"Hauptstrasse 1, 9556 Affeltrangen",CHF 52'900.–,52900,17'000 km,17000,Diesel,1,Vaud,['22'],46.85153579711914,6.718847751617432
1733471382-219,CHEVROLET 1500 Van,8310 Kemptthal,CHF 19'990.–,19990,81'000 km,81000,Benzin,0,Luzern,['03'],47.087825775146484,8.315750122070312
1733471385-220,VW VW T6 2.O TDI MAREMONTI SURF CAMPER LIGHT 6SITZE,"Thalerstrasse 46a, 9424 Rheineck",CHF 28'900.–,28900,98'000 km,98000,Diesel,1,Zürich,['01'],47.60587692260742,8.68687629699707
1733471388-221,NIESMANN + BISCHOFF Arto 79F 180PS Vollausstattung,"Mönchmattweg 3, 5035 Unterentfelden",CHF 89'800.–,89800,48'500 km,48500,Diesel,1,Valais,['23'],46.27153396606445,7.519195079803467
1733471390-222,MAZDA E 2000 Combi       SR1LC2,"Stationstrasse 56, 8623 Wetzikon",CHF 8'700.–,8700,127'000 km,127000,Benzin,0,Nidwalden,['07'],46.965248107910156,8.383917808532715
1733471393-223,SAURER 2DM 4x4 Wohnmobil,"Dorf 10, 9127 St. Peterzell",CHF 17'500.–,17500,13'900 km,13900,Diesel,1,Zürich,['01'],47.45183181762695,8.701164245605469
1733471395-224,FIAT Challenger  Mageo 118,"Hauptstrasse 70 A, 9105 Schönengrund",CHF 38'990.–,38990,40'000 km,40000,Diesel,1,Thurgau,['20'],47.56113815307617,9.13205337524414
1733471401-226,FIAT Ducato 2.3JTD 130PS PILOT ***TOP AUSSTATTUNG***,"Brunnenwiesenstrasse 8, 8570 Weinfelden",CHF 41'900.–,41900,85'000 km,85000,Diesel,1,Solothurn,['11'],47.48995590209961,7.505771160125732
1733471404-227,FIAT Ducato 2.2JTD 180PS ETRUSCO ***AUTOMAT-2x 1.4mx1.95 BETT***,"Brunnenwiesenstrasse 8, 8570 Weinfelden",CHF 62'900.–,62900,35'000 km,35000,Diesel,1,St. Gallen,['17'],47.43525695800781,9.349658966064453
1733471408-228,CONCORDE Carver 920 G,"Mittler-Langnau 1, 6105 Schachen LU",CHF 313'900.–,313900,10'705 km,10705,Diesel,1,Thurgau,['20'],47.54833221435547,8.849271774291992
1733471429-229,VW Joker Typ 2,"Route cantonale 13, 1426 Concise",CHF 29'000.–,29000,162'000 km,162000,Benzin,0,Jura,['26'],47.3612174987793,7.31329870223999
1733471434-230,CHALLENGER Birthday 33 - Ford 140 PS,"Belpstr. 30 A, 3122 Kehrsatz",CHF 39'900.–,39900,78'624 km,78624,Diesel,1,Luzern,['03'],47.04475021362305,8.191388130187988
1733471438-231,BÜRSTNER Lineo C 590,"Buholzstrasse 26, 6032 Emmen",CHF 59'990.–,59990,18'700 km,18700,Diesel,1,Luzern,['03'],47.04475021362305,8.191388130187988
1733471445-232,VW Amarok 4x4 mit GEOCAR Condor plus Wohnkabine,"Gewerbestrasse 1, 8451 Kleinandelfingen",CHF 89'900.–,89900,58'000 km,58000,Diesel,1,Luzern,['03'],47.23719024658203,8.074947357177734
1733471448-233,MERCEDES-BENZ Marco Polo 250 d 7G-Tronic,"ROUTE DE CHIPPIS 47, 3966 Chalais",CHF 39'900.–,39900,144'000 km,144000,Diesel,1,St. Gallen,['17'],47.467018127441406,9.58243179321289
1733471451-234,MERCEDES-BENZ Vito 220d,"Rieden 10, 6370 Stans",CHF 42'800.–,42800,62'000 km,62000,Diesel,1,Bern,['02'],47.07384490966797,7.588680267333984
1733471454-235,ADRIA 665SP,8310 Kemptthal,CHF 32'990.–,32990,138'900 km,138900,Diesel,1,Fribourg,['10'],46.838157653808594,6.865045547485352
1733471456-236,FIAT Adria Sport Queensbett Nutzlast von 731 KG,"Oberfeldstrasse 13, 8570 Weinfelden",CHF 40'900.–,40900,60'800 km,60800,Diesel,1,Fribourg,['10'],46.79677963256836,7.255855083465576
1733471459-237,FIAT Fiat Ducato Elnagh Duke 48 Alkhoven,"Kehlhof 6, 8409 Winterthur-Hegi",CHF 38'500.–,38500,66'000 km,66000,Diesel,1,Bern,['02'],47.07384490966797,7.588680267333984
1733471462-238,ETRUSCO Fiat Ducato  640 SB Complete Selection,"Hauptstrasse 46, 4112 Bättwil",CHF 68'000.–,68000,18'500 km,18500,Diesel,1,Ticino,['21'],46.20896911621094,9.038769721984863
1733471466-239,VW T6.1 California 2.0 TDI Ocean Edition Liberty,"St. Gallerstrasse 99, 9032 Engelburg",CHF 62'900.–,62900,24'500 km,24500,Diesel,1,Bern,['02'],46.77484130859375,7.5861101150512695
1733471469-240,ETRUSCO V 6.6 SF V2,"Hauptstrasse 70, 8546 Islikon",CHF 59'780.–,59780,15'500 km,15500,Diesel,1,Fribourg,['10'],46.90143585205078,7.227672576904297
1733471484-242,CARTHAGO Malibu Van 600 DSB 4,"Eistrasse 1, 6102 Malters",CHF 39'900.–,39900,118'800 km,118800,Diesel,1,Vaud,['22'],46.96083068847656,7.030811309814453
1733471493-243,SUNLIGHT Fiat Capron T 68,"Eistrasse 1, 6102 Malters",CHF 38'900.–,38900,156'000 km,156000,Diesel,1,Luzern,['03'],47.04475021362305,8.191388130187988
1733471500-244,VW T6 California 2.0 TDI Ocean,"Kantonsstrasse 73, 6234 Triengen",CHF 47'000.–,47000,85'000 km,85000,Diesel,1,Bern,['02'],47.15473556518555,7.0145392417907715
1733471503-245,VW 2.0 TDI 4 MOTION DSG CAMPER 3SITZE,"Thalerstrasse 46a, 9424 Rheineck",CHF 11'900.–,11900,196'998 km,196998,Diesel,1,Schwyz,['05'],47.1705436706543,8.987462043762207
1733471506-246,VW T6.1 California 2.0 TDI Ocean Edition Liberty,"Schachenstrasse 31, 3421 Lyssach",CHF 62'900.–,62900,33'000 km,33000,Diesel,1,Luzern,['03'],47.0927734375,8.318682670593262
1733471508-247,ROLLER TEAM Living 2 automat.,"La Guérite 60, 1541 Sévaz",CHF 52'900.–,52900,66'000 km,66000,Diesel,1,Ticino,['21'],46.15255355834961,8.952432632446289
1733471510-248,VW T6.1 California 2.0 Bi-TDI Ocean Liberty,"Aecherli 3, 1715 Alterswil",CHF 79'500.–,79500,10'000 km,10000,Diesel,1,Fribourg,['10'],46.79677963256836,7.255855083465576
1733471513-249,SUNLIGHT A70 Alkoven,"Schachenstrasse 31, 3421 Lyssach",CHF 69'900.–,69900,20'000 km,20000,Diesel,1,Luzern,['03'],47.26013946533203,8.240265846252441
1733471516-250,SUN LIVING C SERIES 65 SL,"Via San Gottardo 120, 6500 Bellinzona",CHF 62'269.–,62269,16'000 km,16000,Diesel,1,St. Gallen,['17'],47.45929718017578,9.612757682800293
1733471518-251,"NISSAN Michelangelo, Westfalia-Aufbau","Glütschbachstrasse 100, 3661 Uetendorf",CHF 49'850.–,49850,47'900 km,47900,Diesel,1,Aargau,['19'],47.55230712890625,7.850740432739258
1733471526-252,FORD Dethleffs possl Fortuna,"auriedstrasse 65, 3178 Bösingen",CHF 21'500.–,21500,112'000 km,112000,Diesel,1,Fribourg,['10'],46.828243255615234,7.1501336097717285
1733471538-255,SUNLIGHT I 69L,"Eistrasse 1, 6102 Malters",CHF 49'900.–,49900,115'000 km,115000,Diesel,1,Aargau,['19'],47.458194732666016,8.346111297607422
1733471541-256,VW T5 California 2.0 Bi-TDI Comfortline 4Motion,"Rue Principale 62, 2613 Villeret",CHF 38'900.–,38900,152'000 km,152000,Diesel,1,Aargau,['19'],47.414127349853516,8.164999961853027
1733471546-257,PHOENIX PhoeniX TopX-Alkoven 8900,"Industriestrasse 13, 8864 Reichenburg",CHF 324'999.–,324999,10'718 km,10718,Diesel,1,Thurgau,['20'],47.56602096557617,9.091235160827637
1733471548-258,VW T6 California 2.0 TDI Beach Liberty 4Motion,"Buholzstrasse 40, 6032 Emmen",CHF 40'600.–,40600,82'529 km,82529,Diesel,1,Luzern,['03'],47.133209228515625,8.196508407592773
1733471553-259,ELNAGH King 55 G Klima - Solar - Sat - Luftfederung,"via san gottardo 38, 6593 cadenazzo",CHF 39'900.–,39900,54'186 km,54186,Diesel,1,Luzern,['03'],47.138427734375,8.13077449798584
1733471558-260,VW T6.1 California 2.0 TDI Ocean Edition Liberty,"Aecherli 3, 1715 Alterswil",CHF 67'000.–,67000,17'800 km,17800,Diesel,1,Genève,['25'],46.155582427978516,6.0946760177612305
1733471561-261,VW T6 California 2.0 TDI Beach Edition,"Gigennagelstrasse 2, 6287 Aesch LU",CHF 47'900.–,47900,62'000 km,62000,Diesel,1,Thurgau,['20'],47.527305603027344,9.03041934967041
1733471564-262,FORD Transit Custom 320 L1H1 A,"Nebengraben 5, 9430 St Margrethen",CHF 54'900.–,54900,49'980 km,49980,Diesel,1,Schaffhausen,['14'],47.653587341308594,8.854190826416016
1733471567-263,FIAT Capron Sunlight T68,"Bahnhofstrasse 166, 4313 Möhlin",CHF 69'800.–,69800,53'000 km,53000,Diesel,1,St. Gallen,['17'],47.36394500732422,9.074725151062012
1733471570-264,MERCEDES-BENZ Marco Polo 300 d 4M A,"Route d'Englisberg 4, 1763 Granges-Paccot",CHF 70'900.–,70900,46'300 km,46300,Diesel,1,Thurgau,['20'],47.54833221435547,8.849271774291992
1733471572-265,HYMER B504 SL,"Sägastrasse 34, 9485 Nendeln",CHF 34'800.–,34800,151'799 km,151799,Diesel,1,St. Gallen,['17'],47.24050521850586,8.932645797729492
1733471575-266,RENAULT TRAFIC L1H1 Camper,8957 Spreitenbach (Hauptsitz),CHF 31'800.–,31800,43'728 km,43728,Diesel,1,Ticino,['21'],46.20896911621094,9.038769721984863
1733471581-268,KNAUS SUN TI 700 MEG,"Lenzburgerstrasse 6, 5103 Wildegg",CHF 59'900.–,59900,20'740 km,20740,Diesel,1,Jura,['26'],47.3612174987793,7.31329870223999
1733471583-269,VW T6 California 2.0 Bi-TDI Beach Liberty 4Motion,"Brunnenwiesenstrasse 8, 8570 Weinfelden",CHF 39'900.–,39900,159'500 km,159500,Diesel,1,Bern,['02'],47.070621490478516,7.59507942199707
1733471586-270,VW T6.1 California 2.0 TDI Ocean Last Edition,"Ebersmoos 1, 6204 Sempach",CHF 71'900.–,71900,14'000 km,14000,Diesel,1,Bern,['02'],47.282169342041016,7.3807477951049805
1733471591-271,VW Caddy 2.0 TDI 4Motion California,"Eybachstrasse 2, 6207 Nottwil",CHF 32'900.–,32900,85'000 km,85000,Diesel,1,Bern,['02'],47.25844192504883,7.666701316833496
1733471598-272,VW California TDI Ocean A,"276 Rte de St Julien, 1258 PERLY",CHF 49'900.–,49900,65'000 km,65000,Diesel,1,Fribourg,['10'],46.838157653808594,6.865045547485352
1733471601-273,FIAT 238 Camper,"Hauptstrasse 1, 9556 Affeltrangen",CHF 3'800.–,3800,81'286 km,81286,Benzin,0,Ticino,['21'],46.15255355834961,8.952432632446289
1733471605-274,HYMER B 680 MC T,"Kaltenbacherstrasse 30, 8260 Stein am Rhein",CHF 92'500.–,92500,13'500 km,13500,Diesel,1,St. Gallen,['17'],47.47590255737305,9.550376892089844
1733471611-276,ROLLER TEAM Zefiro 267 / TL10,"Hauptstrasse 70, 8546 Islikon",CHF 69'880.–,69880,17'980 km,17980,Diesel,1,St. Gallen,['17'],47.36394500732422,9.074725151062012
1733471616-277,VW T6 California 2.0 Bi-TDI Ocean,"Twirrenstrasse 2, 8733 Eschenbach",CHF 53'900.–,53900,36'500 km,36500,Diesel,1,Zürich,['01'],47.60587692260742,8.68687629699707
1733471619-278,ADRIA CORAL XL AXESS 600 DP,"Via San Gottardo 120, 6500 Bellinzona",CHF 67'870.–,67870,17'000 km,17000,Diesel,1,Fribourg,['10'],46.838157653808594,6.865045547485352
1733471625-280,VW T5 Multivan 2.5 TDI 131 Startline,"Hinterdorfstr. 5, 3550 Langnau i.E.",CHF 15'900.–,15900,215'000 km,215000,Diesel,1,Zürich,['01'],47.40474319458008,8.719557762145996
1733471637-284,RIMOR Fiat Horus 145 RAMON,"Niederbippstrasse 3, 4538 Oberbipp",CHF 58'500.–,58500,36'700 km,36700,Diesel,1,Bern,['02'],47.14973831176758,6.9913153648376465
1733471640-285,PÖSSL Globecar R Automat.,"La Guérite 60, 1541 Sévaz",CHF 46'900.–,46900,50'800 km,50800,Diesel,1,Basel-Stadt,['12'],47.570777893066406,7.576108455657959
1733471644-286,PÖSSL Globecar Campscout 640 Automatikgetriebe,"via san gottardo 38, 6593 cadenazzo",CHF 39'900.–,39900,77'600 km,77600,Diesel,1,Aargau,['19'],47.4912223815918,8.338791847229004
1733471650-287,OPEL Vivaro B 16CDTi Camper Van,"Buechbergstrasse 10, 9422 Staad SG",CHF 29'900.–,29900,134'869 km,134869,Diesel,1,Bern,['02'],47.07384490966797,7.588680267333984
1733471660-288,OPEL Life Edition Camper,"Rue de la Croix 22 (ZI), 2822 Courroux",CHF 52'800.–,52800,29'900 km,29900,Diesel,1,Aargau,['19'],47.205604553222656,8.369141578674316
